Station,Date,MaxT,MinT,RH1,RH2,Wind,Rain,SSH,Evap,Radiation,FAO56_ET,Lat,Lon,Cum_Rain,,,,,,,,,
ICRISAT,8/11/2009,30.6,22,95,51,9.4,12.9,1.2,4.9,11.5,3.7,17.5084095,78.2723004,216.1,,,,,,,,,
ICRISAT,8/12/2009,26.9,23.5,84,81,6.8,1.0,0,2.6,9,2.4,17.5084095,78.2723004,217.1,,,,,,,,,
ICRISAT,8/13/2009,30.2,24.3,82,77,4.6,0.2,0.6,2.5,7.5,2.2,17.5084095,78.2723004,217.3,,,,,,,,,
ICRISAT,8/14/2009,32.2,24.5,80,54,6.2,0.0,3.1,5,14.5,4.1,17.5084095,78.2723004,217.3,,,,,,,,,
ICRISAT,8/15/2009,31.9,24.5,84,53,6.8,0.0,4.8,7.1,16.8,4.4,17.5084095,78.2723004,217.3,,,,,,,,,
ICRISAT,8/16/2009,29.2,22.4,91,65,6.6,0.8,0.2,2.9,11,3.0,17.5084095,78.2723004,218.1,,,,,,,,,
ICRISAT,8/17/2009,32.2,24.3,84,56,7.4,0.0,8,5.6,18.7,4.8,17.5084095,78.2723004,218.1,,,,,,,,,
ICRISAT,8/18/2009,32.2,22.2,98,52,4.2,45.8,4.2,10.8,14.2,3.6,17.5084095,78.2723004,263.9,,,,,,,,,
ICRISAT,8/19/2009,31.2,23.8,93,63,6.7,0.0,7.4,3.8,16.6,4.0,17.5084095,78.2723004,263.9,,,,,,,,,
ICRISAT,8/20/2009,32,21,98,60,6.7,91.4,9.9,4.2,18.6,4.3,17.5084095,78.2723004,355.3,,,,,,,,,
ICRISAT,8/21/2009,25.9,23.5,95,90,1.1,6.0,0,0.9,7.7,1.8,17.5084095,78.2723004,361.3,,,,,,,,,
ICRISAT,8/22/2009,30,23.4,95,72,3.8,0.0,3.4,3,13.9,3.2,17.5084095,78.2723004,361.3,,,,,,,,,
ICRISAT,8/23/2009,33,23,93,56,5.4,0.0,6.9,3.6,18.1,4.4,17.5084095,78.2723004,361.3,,,,,,,,,
ICRISAT,8/24/2009,28.8,22.4,97,95,4.7,41.1,4.6,4.2,8.9,2.0,17.5084095,78.2723004,402.4,,,,,,,,,
ICRISAT,8/25/2009,27.5,22.1,98,86,7.8,20.7,1.3,1.2,11.1,2.4,17.5084095,78.2723004,423.1,,,,,,,,,
ICRISAT,8/26/2009,28,21.2,95,79,10.5,76.1,1.1,0.8,9.5,2.5,17.5084095,78.2723004,499.2,,,,,,,,,
ICRISAT,8/27/2009,26.8,21,88,95,9.9,27.5,0.4,1.4,8.3,1.9,17.5084095,78.2723004,526.7,,,,,,,,,
ICRISAT,8/28/2009,29,21,90,67,11.6,1.8,2.4,5.8,13.5,3.6,17.5084095,78.2723004,528.5,,,,,,,,,
ICRISAT,8/29/2009,29.5,22,90,65,9.4,0.0,8,4.8,19.1,4.4,17.5084095,78.2723004,528.5,,,,,,,,,
ICRISAT,8/30/2009,30.5,22.2,90,66,8,0.0,9.7,5.1,19.9,4.5,17.5084095,78.2723004,528.5,,,,,,,,,
ICRISAT,8/31/2009,30.8,20.5,98,60,8.9,92.8,11,6,21.2,4.7,17.5084095,78.2723004,621.3,,,,,,,,,
ICRISAT,9/1/2009,26.6,23,97,80,5.1,4.0,0.1,1.8,8.7,2.1,17.5084095,78.2723004,625.3,,,,,,,,,
ICRISAT,9/2/2009,28.2,22.2,97,83,8.4,121.5,0.8,2.6,13.2,2.9,17.5084095,78.2723004,746.8,,,,,,,,,
ICRISAT,9/3/2009,26.2,22.6,93,87,9.3,9.6,0,3.2,7.8,1.9,17.5084095,78.2723004,756.4,,,,,,,,,
ICRISAT,9/4/2009,28.7,22.6,90,76,9.6,0.0,2.9,3.1,11.8,3.0,17.5084095,78.2723004,756.4,,,,,,,,,
ICRISAT,9/5/2009,28.6,22.6,90,71,12.1,0.4,4.1,3.4,11.9,3.3,17.5084095,78.2723004,756.8,,,,,,,,,
ICRISAT,9/6/2009,27.2,22.5,91,83,12.1,14.6,1.2,2.6,8.6,2.3,17.5084095,78.2723004,771.4,,,,,,,,,
ICRISAT,9/7/2009,28.6,22.2,90,73,10,10.9,2.8,3.1,14,3.4,17.5084095,78.2723004,782.3,,,,,,,,,
ICRISAT,9/8/2009,28.3,23,92,84,7.7,2.0,4.4,3.5,12.5,2.8,17.5084095,78.2723004,784.3,,,,,,,,,
ICRISAT,9/9/2009,30.4,21.4,91,65,8.2,3.4,5.9,3.1,15.9,3.9,17.5084095,78.2723004,787.7,,,,,,,,,
ICRISAT,9/10/2009,30.8,22.5,91,61,8.7,0.0,10.5,5,22.5,5.0,17.5084095,78.2723004,787.7,,,,,,,,,
ICRISAT,9/11/2009,31,22.5,92,60,5.9,0.0,10.5,5.4,21.6,4.7,17.5084095,78.2723004,787.7,,,,,,,,,
ICRISAT,9/12/2009,31.2,22.8,87,57,3.2,0.0,8.2,3.8,18.1,4.0,17.5084095,78.2723004,787.7,,,,,,,,,
ICRISAT,9/13/2009,33,23.4,92,53,4.5,4.8,9.5,4.4,21.6,4.8,17.5084095,78.2723004,792.5,,,,,,,,,
ICRISAT,9/14/2009,32.2,23.6,95,67,2.7,0.0,5.4,3.2,14,3.2,17.5084095,78.2723004,792.5,,,,,,,,,
ICRISAT,9/15/2009,32.4,21.4,97,51,3.6,0.0,6.3,3.9,17.4,4.0,17.5084095,78.2723004,792.5,,,,,,,,,
ICRISAT,9/16/2009,32,23.5,87,55,4,0.0,9.1,4.4,22.8,4.9,17.5084095,78.2723004,792.5,,,,,,,,,
ICRISAT,9/17/2009,32.4,22.2,91,46,5,0.0,10.1,5,22,4.9,17.5084095,78.2723004,792.5,,,,,,,,,
ICRISAT,9/18/2009,31.8,20.4,93,51,3.1,0.0,8.8,4.6,20.3,4.3,17.5084095,78.2723004,792.5,,,,,,,,,
ICRISAT,9/19/2009,32.4,22,90,43,2.7,0.0,10.4,5.4,22.8,4.7,17.5084095,78.2723004,792.5,,,,,,,,,
ICRISAT,9/20/2009,32.6,22.2,92,47,2.5,0.0,6.4,4.8,19.1,4.1,17.5084095,78.2723004,792.5,,,,,,,,,
ICRISAT,9/21/2009,33.2,23.7,93,44,3.4,0.0,6.8,4.2,18.3,4.2,17.5084095,78.2723004,792.5,,,,,,,,,
ICRISAT,9/22/2009,31.4,23.4,97,97,2.6,19.0,6.2,3.2,14.7,3.1,17.5084095,78.2723004,811.5,,,,,,,,,
ICRISAT,9/23/2009,32.7,23.2,92,55,3.6,0.0,7.7,4.6,18.5,4.2,17.5084095,78.2723004,811.5,,,,,,,,,
ICRISAT,9/24/2009,33.2,22.2,92,55,3.2,10.4,7,5,19.4,4.3,17.5084095,78.2723004,821.9,,,,,,,,,
ICRISAT,9/25/2009,33.4,22.6,84,53,5.2,0.0,9.8,4.8,22,5.0,17.5084095,78.2723004,821.9,,,,,,,,,
ICRISAT,9/26/2009,33,23.5,88,47,6,0.0,9.8,5.2,21.9,5.1,17.5084095,78.2723004,821.9,,,,,,,,,
ICRISAT,9/27/2009,33.3,22.2,91,45,8,0.2,9.8,6,21.2,5.3,17.5084095,78.2723004,822.1,,,,,,,,,
ICRISAT,9/28/2009,27.4,21.6,91,90,8.3,9.8,1.6,1.8,9.1,2.1,17.5084095,78.2723004,831.9,,,,,,,,,
ICRISAT,9/29/2009,31.2,22,95,63,6.2,13.2,8.6,3.6,18.5,4.1,17.5084095,78.2723004,845.1,,,,,,,,,
ICRISAT,9/30/2009,28.8,22.6,98,78,7.3,40.8,1,2.8,9.9,2.4,17.5084095,78.2723004,885.9,,,,,,,,,
ICRISAT,10/1/2009,29,23.5,92,85,7.2,13.5,1.8,2.5,10.1,2.4,17.5084095,78.2723004,899.4,,,,,,,,,
ICRISAT,10/2/2009,30.2,23.8,98,73,4.1,20.0,2.8,3.8,10.3,2.5,17.5084095,78.2723004,919.4,,,,,,,,,
ICRISAT,10/3/2009,28.4,23,98,85,4.7,24.6,2.1,3.1,10.4,2.3,17.5084095,78.2723004,944.0,,,,,,,,,
ICRISAT,10/4/2009,27,22.8,93,87,5.8,2.0,0,1.6,6.9,1.7,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/5/2009,28.8,22.2,91,68,11.5,0.0,6.3,4.2,17.3,4.0,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/6/2009,28.8,22.4,90,70,13.2,0.0,5.3,3.9,14.2,3.6,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/7/2009,28.8,23,88,71,8.8,0.0,4.4,3,13.3,3.3,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/8/2009,30.6,21.7,95,68,5,0.0,6,3.6,15.9,3.5,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/9/2009,29.8,22.1,95,62,4.3,0.0,4.3,2.5,13.5,3.1,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/10/2009,30.7,21.4,93,53,2.9,0.0,8.6,4.5,19.7,4.0,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/11/2009,31.2,22.5,95,56,2.4,0.0,8.8,3.6,16.8,3.6,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/12/2009,30.2,21.6,93,53,3.3,0.0,5.2,2.9,12.6,3.0,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/13/2009,32,20.1,96,43,3.2,0.0,9,4.2,19.8,4.1,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/14/2009,31.4,19,89,36,2,0.0,10.4,4.8,20.9,4.0,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/15/2009,32.2,18.4,91,40,2.5,0.0,9.9,5.2,18.6,3.8,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/16/2009,31.8,19.2,89,40,2,0.0,10.2,4.5,17.8,3.6,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/17/2009,32,19.2,87,42,1.8,0.0,10,4.7,17.4,3.5,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/18/2009,32.5,20.7,89,36,2.1,0.0,10.2,4.9,18.1,3.7,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/19/2009,32.6,20.2,91,40,2.3,0.0,8.9,4.1,17.5,3.6,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/20/2009,33,17,85,28,2.4,0.0,10.2,5.7,18.2,3.7,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/21/2009,33.4,17.4,87,27,3.2,0.0,10.5,6,19,4.0,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/22/2009,32.5,17.2,81,27,4.7,0.0,10,6.5,18.9,4.4,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/23/2009,32,15.9,88,32,2.9,0.0,10.5,4.6,18.4,3.7,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/24/2009,30.8,14.7,68,25,3.7,0.0,10.5,6.7,19.2,4.0,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/25/2009,30.7,14,88,27,2.6,0.0,10.5,5.4,18.9,3.6,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/26/2009,30.4,14.7,86,27,2.8,0.0,10.4,4.1,18.4,3.6,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/27/2009,30.4,15.5,84,33,4.2,0.0,10.4,5.8,18.6,3.9,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/28/2009,30.8,16.5,78,27,2.9,0.0,10.3,5.6,18.2,3.6,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/29/2009,30.8,17.7,79,41,5.2,0.0,10.2,5.9,16.9,3.9,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/30/2009,30.4,21,81,42,3.7,0.0,5.9,4.5,15,3.4,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,10/31/2009,30.8,18.5,80,36,2,0.0,3.5,4.4,13.4,2.9,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,11/1/2009,31.6,14,84,24,3.6,0.0,10.2,6.8,18.6,3.9,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,11/2/2009,31,14.5,86,22,4.3,0.0,10.3,6.5,18.4,4.0,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,11/3/2009,31.2,14.3,88,29,3.6,0.0,10.3,6.2,18.9,3.8,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,11/4/2009,30.8,17.2,83,33,4.3,0.0,10.1,5.8,17.6,3.8,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,11/5/2009,30.7,21,75,46,6,0.0,9.1,5,16.5,4.0,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,11/6/2009,29.7,21,86,49,9.2,0.0,9.2,5.8,16.3,4.2,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,11/7/2009,29.5,21.8,87,54,7.6,0.0,5.6,4.6,12.2,3.4,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,11/8/2009,29.2,21.7,88,56,8.6,0.0,4.8,4,11.8,3.3,17.5084095,78.2723004,946.0,,,,,,,,,
ICRISAT,11/9/2009,27.4,21.8,93,73,10.1,0.2,0.2,3,8,2.3,17.5084095,78.2723004,946.2,,,,,,,,,
ICRISAT,11/10/2009,26.2,20.4,91,71,7,0.0,0.5,1.9,9.6,2.4,17.5084095,78.2723004,946.2,,,,,,,,,
ICRISAT,11/11/2009,28.9,22.4,90,57,12.1,0.6,5.9,4.4,12,3.6,17.5084095,78.2723004,946.8,,,,,,,,,
ICRISAT,11/12/2009,28.6,21.7,95,63,17.4,1.4,5,4.9,12.4,3.6,17.5084095,78.2723004,948.2,,,,,,,,,
ICRISAT,11/13/2009,30.2,23.4,88,59,9.2,0.8,6.5,3.8,12.9,3.6,17.5084095,78.2723004,949.0,,,,,,,,,
ICRISAT,11/14/2009,30.8,20.5,98,55,9.1,0.0,9.6,4.5,17,4.0,17.5084095,78.2723004,949.0,,,,,,,,,
ICRISAT,11/15/2009,30.7,20.1,95,49,5.6,0.0,8.2,4.3,16.6,3.7,17.5084095,78.2723004,949.0,,,,,,,,,
ICRISAT,11/16/2009,31,21.6,91,43,7.5,0.0,7.1,4.5,15.8,4.0,17.5084095,78.2723004,949.0,,,,,,,,,
ICRISAT,11/17/2009,30.5,23.1,90,62,8.6,0.0,3.9,3.6,11.1,3.2,17.5084095,78.2723004,949.0,,,,,,,,,
ICRISAT,11/18/2009,28.7,22.6,98,84,4.8,23.2,1.2,2.9,8.2,1.9,17.5084095,78.2723004,972.2,,,,,,,,,
ICRISAT,11/19/2009,26.7,21.5,96,98,1.8,18.0,0.7,2.5,6,1.3,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,11/20/2009,27.8,18.1,89,68,2.4,0.0,4.8,2.8,13.2,2.5,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,11/21/2009,28.6,15.8,94,51,2.3,0.0,9.8,3,17.6,3.1,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,11/22/2009,28.5,13.7,96,45,2.3,0.0,9.7,3.4,18.6,3.1,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,11/23/2009,29.2,14.8,94,38,1.8,0.0,9.9,2.9,18.3,3.1,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,11/24/2009,29.4,17.4,92,44,2.8,0.0,9.7,2.9,16.7,3.1,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,11/25/2009,30.4,18.2,94,47,2.4,0.0,9.9,2.7,16,3.1,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,11/26/2009,29.3,15.5,94,54,2.4,0.0,7.8,3,14.1,2.7,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,11/27/2009,30.1,15,86,34,3.3,0.0,8.4,4.7,16.9,3.3,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,11/28/2009,28.7,12,91,33,4.3,0.0,10.4,4.9,17.6,3.4,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,11/29/2009,27.4,11.6,89,30,4.5,0.0,10.4,4.4,17.5,3.4,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,11/30/2009,27,11,95,36,2.9,0.0,9.9,2.9,17.4,3.0,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/1/2009,27.2,11.6,95,40,3,0.0,9.9,2.9,17.2,3.0,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/2/2009,27.6,11.4,95,39,3.7,0.0,10,3.5,17.1,3.1,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/3/2009,27.8,11.6,98,39,3.6,0.0,9.6,3.5,16.2,3.0,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/4/2009,29.3,14.2,98,29,2.9,0.0,9.8,3.2,16.8,3.1,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/5/2009,29,14.8,96,43,2.8,0.0,8.3,3.3,15.6,2.9,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/6/2009,28.6,12.8,98,40,3.7,0.0,7.7,3.1,15.3,3.0,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/7/2009,28.3,12.6,98,42,4,0.0,9,3.2,15.9,3.1,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/8/2009,28.8,15.1,98,44,4.8,0.0,9.3,3.4,16.1,3.2,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/9/2009,29.3,13.1,98,32,5.6,0.0,9.2,3.7,14.5,3.4,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/10/2009,28.2,14,98,38,5.2,0.0,9,3.5,14.9,3.2,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/11/2009,28.1,14.4,96,42,4.1,0.0,8.1,3.4,13.8,2.9,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/12/2009,28.3,13.4,96,41,4.6,0.0,8.7,4.1,15,3.1,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/13/2009,28.9,14.6,98,38,3.8,0.0,8.5,3.9,15.7,3.1,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/14/2009,28.3,14.5,96,37,5,0.0,8.5,3.8,15.2,3.2,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/15/2009,28.4,13.7,98,44,5,0.0,8.1,3.7,14.6,3.1,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/16/2009,29.4,14.2,98,41,4.6,0.0,8.8,3.8,14.6,3.1,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/17/2009,27.3,17.4,85,46,7.6,0.0,5.6,3.8,14.6,3.5,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/18/2009,28.6,15.2,98,51,9.8,0.0,8.7,4.2,15.1,3.6,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/19/2009,28.6,14.6,94,45,5.2,0.0,8.2,5,12.4,2.9,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/20/2009,27.6,14.3,96,54,5.5,0.0,7,3.3,15.6,3.1,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/21/2009,28.2,15,96,52,5.8,0.0,8.8,3.8,14.5,3.1,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/22/2009,27.4,16,84,52,5.7,0.0,7.2,2.6,13.7,3.0,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/23/2009,28.3,13.5,89,34,3.7,0.0,7.6,4,14.9,3.0,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/24/2009,27.5,9.2,81,33,4.4,0.0,10.2,4.3,16.5,3.2,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/25/2009,27,8.4,88,28,3.8,0.0,10.3,4.7,17.9,3.2,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/26/2009,26.5,10.6,91,30,3.8,0.0,9.9,4,17.3,3.1,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/27/2009,27.5,12.4,98,36,4.1,0.0,8.5,2.8,14.9,3.0,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/28/2009,27.2,15.4,92,45,6,0.0,7.8,3.7,15,3.2,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/29/2009,27.4,19.6,80,51,10.5,0.0,6.1,3.9,13.4,3.7,17.5084095,78.2723004,990.2,,,,,,,,,
ICRISAT,12/30/2009,25.4,17.7,98,54,8.2,7.4,0.2,3.2,7,2.3,17.5084095,78.2723004,997.6,,,,,,,,,
ICRISAT,12/31/2009,26.6,15,98,55,5.4,0.0,4.8,2.6,13.2,2.7,17.5084095,78.2723004,997.6,,,,,,,,,
ICRISAT,1/1/2010,27.7,16.2,68,53,5.2,0.0,8.3,3,14.6,3.2,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/2/2010,27.2,13.3,72,42,5.2,0.0,9.8,4.4,16.9,3.4,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/3/2010,27.7,11.2,95,47,4.2,0.0,10.2,3.3,17,3.1,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/4/2010,28.8,11.2,91,23,2.4,0.0,10.2,3.7,18,3.0,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/5/2010,29.7,13.5,89,37,2.9,0.0,10,4,17,3.1,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/6/2010,29.3,13.2,89,35,3.9,0.0,8.5,3.8,15,3.1,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/7/2010,27.6,10,88,44,4.8,0.0,9.6,3.8,15.5,3.1,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/8/2010,26.8,11.9,93,39,5.3,0.0,9.8,4.3,16.6,3.3,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/9/2010,27.4,16,82,45,3.4,0.0,8.4,3.5,15.2,2.9,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/10/2010,26.6,19.5,89,51,6.1,0.0,3.6,3.2,11.6,2.9,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/11/2010,28,17.2,95,58,5.2,0.0,6,3.4,12.3,2.7,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/12/2010,27.9,19.2,93,59,6.7,0.0,5.3,2.6,11.1,2.8,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/13/2010,28.8,19.6,96,55,6.3,0.0,2.7,2.8,10.2,2.7,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/14/2010,25.3,19.4,96,76,3.6,39.0,0.2,1,3.8,1.0,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/15/2010,26.2,20,89,70,4.1,0.0,0.3,1.6,8,2.0,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/16/2010,25.8,15.4,88,69,5.5,0.0,2.5,2.4,9,2.1,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/17/2010,27.7,14.2,92,48,4.2,0.0,8.9,3.6,16.7,3.2,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/18/2010,28.5,14.2,92,40,3.4,0.0,9.4,3.6,16.2,3.1,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/19/2010,28.7,12.5,98,38,2.8,0.0,8.6,3,15.7,2.9,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/20/2010,28.7,10.6,95,34,3.5,0.0,9.6,4.3,18,3.3,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/21/2010,27.8,9,85,22,3.3,0.0,10.4,5,19.7,3.4,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/22/2010,28,8.6,95,18,3.3,0.0,10.8,3.8,19.1,3.4,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/23/2010,27.6,12,74,35,4.7,0.0,9.4,4.1,16.4,3.4,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/24/2010,27.3,12,86,34,4.9,0.0,10,4.1,17.5,3.5,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/25/2010,27.3,15,92,37,5,0.0,6.8,4.1,14.1,3.2,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/26/2010,27.6,16.7,78,37,5.5,0.0,7.2,4.1,13.3,3.3,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/27/2010,27.3,12,86,34,4.9,0.0,10,4.1,17.5,3.5,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/28/2010,27.3,15,92,37,5,0.0,6.8,4.1,14.1,3.2,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/29/2010,27.6,16.7,78,37,5.5,0.0,7.2,4.1,13.3,3.4,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/30/2010,27.8,15.4,81,46,5.3,0.0,6.6,4.1,14,3.2,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,1/31/2010,28.2,11.3,73,28,3.7,0.0,10.2,5.2,16.5,3.4,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,2/1/2010,29.3,12,91,23,4.7,0.0,10.2,5,18.8,3.9,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,2/2/2010,28.8,13.5,94,34,7,0.0,9.1,5.2,17.3,4.0,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,2/3/2010,29.4,14,82,31,10.1,0.0,8.9,5.5,17.4,4.9,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,2/4/2010,30.6,15,80,28,9.4,0.0,9.7,6,17.1,5.0,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,2/5/2010,29.9,13.5,89,25,8.4,0.0,9.7,7.2,18.3,4.8,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,2/6/2010,29.8,14.6,92,27,6.1,0.0,9.6,5.8,18.2,4.2,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,2/7/2010,29.9,14.4,94,36,4,0.0,7.7,4.3,15.9,3.4,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,2/8/2010,29.5,14.5,92,40,4.3,0.0,8.6,4.4,17.6,3.6,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,2/9/2010,30.2,15,78,28,4.9,0.0,9.6,4.5,18.6,4.1,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,2/10/2010,31.8,15.9,75,24,6.1,0.0,10.6,6.6,19.6,4.7,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,2/11/2010,30.8,17.5,83,27,8.5,0.0,10,6.6,19,5.0,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,2/12/2010,29.4,15.9,82,28,10.1,0.0,8,6.6,16.8,5.0,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,2/13/2010,32.9,16.9,96,18,8.3,0.0,9.8,6.8,19.3,5.4,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,2/14/2010,32.6,16.5,81,23,9,0.0,9.9,7.8,18.9,5.5,17.5084095,78.2723004,39.0,,,,,,,,,
ICRISAT,2/15/2010,34.2,18.2,89,26,5.9,0.0,9.3,6,18.6,4.8,17.5084095,78.2723004,39.0,,,,,,,,,
