Station,Date,MaxT,MinT,RH1,RH2,Wind,Rain,SSH,Evap,Radiation,FAO56_ET,Lat,Lon,Cum_Rain,,,,,,,,,
ICRISAT,10/30/2000,31.4,15.4,82,21,2.8,0.0,10.0,4.6,18.2,3.6,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,10/31/2000,30.2,16.8,87,40,2.3,0.0,7.5,3.9,13.2,2.8,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/1/2000,31.2,16.3,94,41,3.2,0.0,9.8,4.8,17.3,3.5,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/2/2000,30.4,18.8,95,47,3.7,0.0,6.7,4.3,13.8,3.1,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/3/2000,29.2,19.9,93,49,5.9,0.0,5.2,3.9,12.8,3.2,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/4/2000,30.8,19.4,98,49,5.5,0.0,8.4,4.3,16.1,3.6,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/5/2000,31.3,19.4,95,49,4.6,0.0,10.2,5.0,17.8,3.8,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/6/2000,31.8,17.7,91,42,2.3,0.0,9.2,4.8,15.9,3.2,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/7/2000,31.4,17.1,91,35,3.2,0.0,9.1,5.0,15.4,3.3,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/8/2000,30.9,15.2,88,30,4.4,0.0,10.0,6.0,17.0,3.8,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/9/2000,30.0,16.9,89,35,3.9,0.0,9.8,5.0,16.4,3.5,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/10/2000,30.0,13.8,94,42,3.5,0.0,7.4,5.0,15.0,3.1,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/11/2000,29.9,14.2,86,32,5.9,0.0,10.0,5.5,18.7,4.1,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/12/2000,30.3,13.9,89,33,4.9,0.0,11.0,5.4,18.3,3.9,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/13/2000,29.9,14.0,89,32,4.2,0.0,9.7,5.5,18.1,3.7,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/14/2000,30.0,13.2,98,34,5.0,0.0,9.8,5.4,17.1,3.7,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/15/2000,29.9,14.4,92,37,4.9,0.0,9.9,4.7,17.5,3.7,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/16/2000,29.8,14.4,92,38,4.9,0.0,9.5,5.4,16.8,3.6,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/17/2000,28.8,15.4,81,41,6.0,0.0,9.7,5.2,17.7,3.8,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/18/2000,29.0,12.2,91,38,4.5,0.0,9.7,5.2,17.4,3.5,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/19/2000,28.6,12.8,82,33,3.8,0.0,9.3,4.8,15.8,3.2,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/20/2000,30.4,13.4,90,24,3.4,0.0,8.6,5.0,17.6,3.5,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/21/2000,31.0,14.2,90,26,2.8,0.0,10.1,4.7,17.5,3.3,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/22/2000,30.0,13.4,96,34,3.7,0.0,6.6,4.9,13.9,3.1,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/23/2000,30.5,18.5,91,44,6.5,0.0,8.7,4.1,14.0,3.6,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/24/2000,30.4,14.8,92,48,6.2,0.0,8.4,4.8,15.8,3.6,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/25/2000,30.6,12.6,93,32,3.1,0.0,10.2,4.2,17.0,3.2,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/26/2000,31.0,13.4,88,27,3.5,0.0,10.0,6.0,16.5,3.4,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/27/2000,31.2,14.7,90,27,2.8,0.0,9.8,4.9,15.9,3.1,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/28/2000,30.8,13.2,93,31,3.3,0.0,9.9,5.2,16.2,3.2,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/29/2000,30.8,13.1,89,25,3.3,0.0,8.4,5.4,15.8,3.2,17.5084095,78.2723004,1469.8,,,,,,,,,
ICRISAT,11/30/2000,30.6,19.0,86,25,5.0,0.3,9.4,5.9,16.1,3.8,17.5084095,78.2723004,1470.1,,,,,,,,,
ICRISAT,12/1/2000,25.0,20.0,93,83,5.3,2.8,0.4,1.5,6.6,1.6,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/2/2000,26.3,20.4,57,60,2.9,0.0,0.4,3.7,5.3,1.7,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/3/2000,27.7,17.6,53,51,5.9,0.0,3.1,5.4,11.3,3.2,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/4/2000,29.8,12.0,89,38,2.8,0.0,10.1,5.1,16.3,3.0,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/5/2000,29.8,7.8,90,11,3.1,0.0,10.6,5.9,18.2,3.3,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/6/2000,30.2,8.7,83,12,2.4,0.0,10.6,5.1,18.3,3.0,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/7/2000,29.8,9.3,81,16,2.7,0.0,10.5,4.9,17.9,3.1,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/8/2000,28.2,8.8,81,26,5.8,0.0,9.2,5.0,16.7,3.7,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/9/2000,28.8,8.6,86,22,4.2,0.0,10.3,5.5,18.0,3.5,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/10/2000,29.6,9.0,79,19,3.8,0.0,10.4,6.0,17.6,3.4,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/11/2000,29.2,9.4,93,23,4.5,0.0,10.2,5.0,17.6,3.5,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/12/2000,29.2,11.2,82,25,4.9,0.0,10.3,5.1,17.4,3.6,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/13/2000,29.7,10.5,88,21,3.7,0.0,10.3,4.1,16.9,3.3,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/14/2000,30.1,10.0,84,19,2.9,0.0,10.4,5.1,17.1,3.1,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/15/2000,29.2,8.7,81,16,3.5,0.0,10.5,5.6,17.7,3.3,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/16/2000,28.8,8.8,90,20,4.6,0.0,10.4,5.7,17.6,3.6,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/17/2000,28.4,8.3,78,19,3.9,0.0,10.5,6.4,17.6,3.4,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/18/2000,27.8,7.9,92,24,3.9,0.0,10.4,5.5,17.7,3.2,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/19/2000,28.4,7.9,92,23,3.5,0.0,10.1,5.4,16.8,3.1,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/20/2000,29.4,11.7,80,20,3.7,0.0,8.4,5.3,16.8,3.3,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/21/2000,29.4,10.5,93,26,6.4,0.0,10.3,6.0,16.7,3.9,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/22/2000,29.4,9.6,97,29,4.4,0.0,10.2,5.2,16.7,3.4,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/23/2000,29.2,7.9,95,22,2.9,0.0,10.2,5.0,16.9,3.0,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/24/2000,29.7,8.4,95,22,3.7,0.0,10.1,5.4,16.8,3.3,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/25/2000,29.2,7.7,92,24,3.1,0.0,10.3,5.4,17.1,3.1,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/26/2000,29.2,7.6,87,19,2.9,0.0,10.5,4.9,17.3,3.1,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/27/2000,29.2,9.1,88,17,4.9,0.0,10.4,5.7,17.5,3.7,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/28/2000,28.1,9.4,97,30,5.6,0.0,9.7,4.8,16.4,3.5,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/29/2000,27.4,10.2,90,34,5.2,0.0,9.6,4.8,15.5,3.3,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/30/2000,27.4,13.0,77,35,6.8,0.0,10.0,5.0,15.7,3.7,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,12/31/2000,28.0,19.2,87,42,12.2,0.0,9.5,5.4,15.2,4.3,17.5084095,78.2723004,1472.9,,,,,,,,,
ICRISAT,1/1/2001,28.2,18.6,98,59,10.3,14.2,6.5,3.8,11.1,3.0,17.5084095,78.2723004,14.2,,,,,,,,,
ICRISAT,1/2/2001,28.2,18.3,98,59,6.7,5.8,5.0,2.4,8.7,2.4,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/3/2001,21.4,17.1,98,86,2.7,0.0,0.0,1.3,2.6,0.6,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/4/2001,24.4,14.1,94,65,3.5,0.0,3.2,2.0,9.3,1.9,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/5/2001,27.6,12.9,87,45,4.5,0.0,9.2,3.6,16.4,3.2,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/6/2001,27.4,11.0,95,37,3.6,0.0,10.1,4.8,17.3,3.1,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/7/2001,28.0,11.1,74,33,4.3,0.0,10.2,4.1,17.3,3.4,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/8/2001,28.4,12.0,89,29,5.3,0.0,9.8,4.7,16.7,3.6,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/9/2001,28.7,13.0,93,34,4.4,0.0,9.7,3.2,15.7,3.3,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/10/2001,29.8,15.7,79,31,5.8,0.0,9.4,4.9,16.9,3.9,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/11/2001,30.1,14.3,96,28,5.3,0.0,9.8,5.0,16.2,3.7,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/12/2001,30.3,16.7,86,33,8.3,0.0,9.5,5.2,16.1,4.3,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/13/2001,30.0,16.0,94,36,10.1,0.0,9.5,5.8,17.0,4.5,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/14/2001,31.0,17.0,94,34,7.0,0.0,8.8,5.6,15.7,4.0,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/15/2001,30.8,16.0,94,36,6.1,0.0,7.2,4.2,13.0,3.5,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/16/2001,30.8,17.7,90,35,9.9,0.0,9.4,6.0,15.9,4.6,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/17/2001,29.8,16.0,94,42,8.7,0.0,6.8,4.5,13.6,3.8,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/18/2001,29.9,13.6,90,38,8.4,0.0,9.9,6.2,17.0,4.2,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/19/2001,29.4,14.8,92,32,7.7,0.0,9.3,5.1,16.6,4.1,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/20/2001,30.1,13.4,96,34,4.9,0.0,9.1,5.6,15.7,3.5,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/21/2001,28.9,10.8,93,33,7.0,0.0,9.2,6.0,17.0,4.0,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/22/2001,29.4,12.7,83,26,6.1,0.0,6.7,4.6,14.3,3.8,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/23/2001,29.3,11.7,89,25,4.5,0.0,9.0,5.0,17.0,3.6,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/24/2001,30.4,12.7,91,28,3.7,0.0,9.8,4.9,17.4,3.5,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/25/2001,29.2,9.0,83,24,3.6,0.0,10.2,6.0,17.8,3.5,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/26/2001,29.0,9.5,79,21,4.7,0.0,10.4,5.8,18.2,3.8,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/27/2001,29.2,7.6,82,13,3.7,0.0,9.9,6.0,19.2,3.7,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/28/2001,30.1,10.2,75,15,5.5,0.0,8.7,5.6,18.1,4.3,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/29/2001,30.1,9.4,93,18,4.4,0.0,9.5,5.8,17.9,3.8,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/30/2001,30.7,10.8,85,17,5.6,0.0,7.3,5.7,16.1,4.1,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,1/31/2001,31.2,9.6,95,20,4.3,0.0,8.2,6.0,16.7,3.8,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/1/2001,31.4,11.8,80,22,5.5,0.0,10.3,5.3,18.0,4.3,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/2/2001,31.9,12.1,87,18,5.0,0.0,10.3,6.0,17.6,4.2,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/3/2001,32.3,12.9,79,19,5.3,0.0,10.3,5.6,17.1,4.3,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/4/2001,33.7,15.2,84,22,6.2,0.0,9.7,6.1,16.4,4.6,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/5/2001,32.9,15.0,90,31,8.8,0.0,9.8,7.6,17.2,5.0,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/6/2001,33.6,15.8,92,28,6.1,0.0,10.2,7.2,17.5,4.5,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/7/2001,33.2,13.7,89,27,3.9,0.0,10.4,6.2,18.4,4.0,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/8/2001,33.3,11.3,69,15,4.0,0.0,10.6,7.0,19.2,4.2,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/9/2001,32.2,9.8,55,11,3.3,0.0,10.9,7.0,20.0,4.0,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/10/2001,32.8,10.6,69,12,3.8,0.0,10.8,7.5,20.0,4.2,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/11/2001,32.8,11.1,47,10,4.9,0.0,10.9,7.6,20.3,4.7,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/12/2001,33.4,11.5,64,9,4.3,0.0,10.8,7.8,20.1,4.5,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/13/2001,34.2,13.7,96,11,3.2,0.0,10.6,5.8,19.9,4.1,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/14/2001,33.0,16.0,92,25,7.3,0.0,10.2,6.6,18.5,5.0,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/15/2001,33.8,16.8,64,16,12.2,0.0,10.4,8.0,20.5,7.1,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/16/2001,32.0,15.2,88,26,6.8,0.0,10.0,6.8,18.9,4.8,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/17/2001,31.4,16.6,77,33,5.4,0.0,9.9,6.6,18.2,4.3,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/18/2001,33.4,15.7,86,17,8.1,0.0,10.4,7.6,20.3,5.7,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/19/2001,33.2,16.0,90,23,6.5,0.0,10.4,8.1,19.9,5.0,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/20/2001,34.3,17.8,82,27,4.7,0.0,9.7,6.8,18.4,4.5,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/21/2001,35.0,15.8,80,21,4.4,0.0,10.2,6.9,19.0,4.6,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/22/2001,34.0,15.1,66,18,5.8,0.0,10.3,8.2,19.5,5.1,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/23/2001,34.0,12.3,62,14,3.8,0.0,10.5,8.8,20.7,4.5,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/24/2001,35.1,14.6,40,8,4.1,0.0,10.7,9.0,22.0,4.9,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/25/2001,36.2,13.8,58,12,5.5,0.0,10.7,8.4,20.9,5.5,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/26/2001,36.4,14.8,47,14,5.7,0.0,10.8,9.0,21.1,5.6,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/27/2001,34.7,13.8,66,14,5.9,0.0,10.6,8.9,22.1,5.5,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/28/2001,37.2,16.9,95,16,6.4,0.0,10.6,8.0,20.1,5.7,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,3/1/2001,34.9,17.2,91,28,15.1,0.0,9.7,10.8,19.9,7.0,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,3/2/2001,34.2,18.3,93,21,14.2,0.0,10.3,10.5,21.6,7.2,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,3/3/2001,33.5,17.6,70,27,11.1,0.0,9.2,8.5,20.5,6.4,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,3/4/2001,33.4,17.5,82,23,11.3,0.0,10.8,9.2,22.8,6.7,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,3/5/2001,34.1,18.7,56,31,9.6,0.0,10.4,9.9,20.3,6.2,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,3/6/2001,32.8,17.8,82,30,6.2,0.0,8.6,8.6,12.4,4.1,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,3/7/2001,34.3,19.2,88,34,8.2,0.0,8.9,6.9,16.6,5.1,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,3/8/2001,33.2,19.0,89,37,8.9,0.0,7.8,6.8,15.9,4.9,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,3/9/2001,32.6,19.4,88,38,13.2,0.0,8.4,7.8,18.1,5.8,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,3/10/2001,32.7,17.9,89,40,16.3,0.8,7.8,8.0,17.4,6.0,17.5084095,78.2723004,20.8,,,,,,,,,
ICRISAT,3/11/2001,34.0,17.7,76,31,7.5,0.0,8.9,5.8,19.1,5.4,17.5084095,78.2723004,20.8,,,,,,,,,
ICRISAT,3/12/2001,32.6,18.9,77,35,6.8,0.0,8.5,7.1,18.5,4.9,17.5084095,78.2723004,20.8,,,,,,,,,
ICRISAT,3/13/2001,32.8,17.1,87,56,7.5,0.6,7.7,7.2,16.0,4.2,17.5084095,78.2723004,21.4,,,,,,,,,
ICRISAT,3/14/2001,32.3,17.3,85,40,8.8,0.0,7.3,4.7,16.6,4.8,17.5084095,78.2723004,21.4,,,,,,,,,
ICRISAT,3/15/2001,33.6,19.0,70,38,9.4,0.0,7.3,7.6,15.6,5.2,17.5084095,78.2723004,21.4,,,,,,,,,
ICRISAT,3/16/2001,34.9,19.0,67,25,9.0,0.0,7.5,8.6,18.3,6.0,17.5084095,78.2723004,21.4,,,,,,,,,
ICRISAT,3/17/2001,36.2,19.4,62,27,8.7,0.0,7.0,8.9,16.4,5.9,17.5084095,78.2723004,21.4,,,,,,,,,
ICRISAT,3/18/2001,36.0,19.7,68,27,5.9,0.0,8.5,8.9,19.0,5.3,17.5084095,78.2723004,21.4,,,,,,,,,
ICRISAT,3/19/2001,36.2,23.3,72,29,8.6,0.0,7.6,9.7,17.7,5.9,17.5084095,78.2723004,21.4,,,,,,,,,
ICRISAT,3/20/2001,35.8,21.2,69,27,9.2,0.0,7.9,9.2,19.7,6.3,17.5084095,78.2723004,21.4,,,,,,,,,
ICRISAT,3/21/2001,36.4,24.0,72,22,8.7,0.0,4.5,9.2,15.6,5.9,17.5084095,78.2723004,21.4,,,,,,,,,
ICRISAT,3/22/2001,36.4,20.3,86,34,7.5,0.6,5.5,6.6,14.9,5.0,17.5084095,78.2723004,22.0,,,,,,,,,
ICRISAT,3/23/2001,36.2,19.6,78,28,9.1,0.0,9.9,9.8,21.6,6.5,17.5084095,78.2723004,22.0,,,,,,,,,
ICRISAT,3/24/2001,36.8,21.0,80,21,4.9,0.0,9.1,9.3,21.9,5.5,17.5084095,78.2723004,22.0,,,,,,,,,
ICRISAT,3/25/2001,36.4,20.9,81,32,6.3,0.0,8.5,7.5,17.5,5.2,17.5084095,78.2723004,22.0,,,,,,,,,
ICRISAT,3/26/2001,37.8,19.0,53,25,6.8,0.0,10.5,10.3,23.0,6.5,17.5084095,78.2723004,22.0,,,,,,,,,
ICRISAT,3/27/2001,36.8,18.0,69,21,5.7,0.0,10.6,10.5,23.5,6.0,17.5084095,78.2723004,22.0,,,,,,,,,
ICRISAT,3/28/2001,37.2,19.5,49,16,6.5,0.0,10.5,11.4,23.7,6.5,17.5084095,78.2723004,22.0,,,,,,,,,
ICRISAT,3/29/2001,37.6,21.4,64,19,7.2,0.0,10.4,10.7,24.2,6.8,17.5084095,78.2723004,22.0,,,,,,,,,
ICRISAT,3/30/2001,37.8,23.4,81,24,10.0,0.0,9.3,9.4,21.9,7.1,17.5084095,78.2723004,22.0,,,,,,,,,
ICRISAT,3/31/2001,37.4,19.9,80,19,5.8,0.0,10.5,10.6,23.1,6.1,17.5084095,78.2723004,22.0,,,,,,,,,
ICRISAT,4/1/2001,36.2,21.1,73,29,5.1,0.0,10.1,8.8,23.1,5.7,17.5084095,78.2723004,22.0,,,,,,,,,
ICRISAT,4/2/2001,34.0,19.9,79,38,5.3,0.0,8.0,6.8,17.2,4.6,17.5084095,78.2723004,22.0,,,,,,,,,
ICRISAT,4/3/2001,36.1,21.3,70,35,11.4,2.6,7.7,9.8,18.5,6.5,17.5084095,78.2723004,24.6,,,,,,,,,
ICRISAT,4/4/2001,35.2,22.6,66,39,10.3,0.0,2.9,7.8,15.0,5.7,17.5084095,78.2723004,24.6,,,,,,,,,
ICRISAT,4/5/2001,35.1,19.8,75,39,8.1,0.0,9.4,8.5,19.8,5.7,17.5084095,78.2723004,24.6,,,,,,,,,
ICRISAT,4/6/2001,37.2,19.4,72,20,9.0,0.0,10.3,10.5,23.1,7.1,17.5084095,78.2723004,24.6,,,,,,,,,
ICRISAT,4/7/2001,37.0,20.5,60,18,6.8,0.0,10.8,11.9,23.7,6.6,17.5084095,78.2723004,24.6,,,,,,,,,
ICRISAT,4/8/2001,38.2,21.7,58,21,5.6,0.0,10.6,10.9,23.1,6.2,17.5084095,78.2723004,24.6,,,,,,,,,
ICRISAT,4/9/2001,39.0,23.9,47,20,7.8,1.0,7.5,10.0,19.6,6.8,17.5084095,78.2723004,25.6,,,,,,,,,
ICRISAT,4/10/2001,37.2,23.4,56,24,5.3,0.0,4.1,8.2,14.2,4.9,17.5084095,78.2723004,25.6,,,,,,,,,
ICRISAT,4/11/2001,38.4,24.4,78,19,9.2,0.0,8.7,10.6,22.0,7.2,17.5084095,78.2723004,25.6,,,,,,,,,
ICRISAT,4/12/2001,36.9,23.8,71,28,11.1,0.0,6.9,9.7,18.3,6.8,17.5084095,78.2723004,25.6,,,,,,,,,
ICRISAT,4/13/2001,31.8,19.9,86,57,8.7,1.0,1.8,5.8,11.3,3.7,17.5084095,78.2723004,26.6,,,,,,,,,
ICRISAT,4/14/2001,30.9,19.0,82,54,9.0,0.0,6.6,5.4,16.0,4.4,17.5084095,78.2723004,26.6,,,,,,,,,
ICRISAT,4/15/2001,33.0,21.7,84,39,8.9,0.0,10.1,7.6,21.7,5.8,17.5084095,78.2723004,26.6,,,,,,,,,
ICRISAT,4/16/2001,33.4,23.7,79,49,5.5,0.0,5.6,5.4,13.7,4.0,17.5084095,78.2723004,26.6,,,,,,,,,
ICRISAT,4/17/2001,35.4,20.7,85,49,11.1,6.2,8.0,7.3,19.6,5.8,17.5084095,78.2723004,32.8,,,,,,,,,
ICRISAT,4/18/2001,33.8,20.1,85,30,6.9,0.0,8.3,7.2,18.9,5.3,17.5084095,78.2723004,32.8,,,,,,,,,
ICRISAT,4/19/2001,36.2,23.4,81,29,10.8,0.0,9.7,9.4,22.1,7.0,17.5084095,78.2723004,32.8,,,,,,,,,
ICRISAT,4/20/2001,37.4,23.5,76,29,11.0,0.0,7.7,9.4,17.2,6.6,17.5084095,78.2723004,32.8,,,,,,,,,
ICRISAT,4/21/2001,36.9,22.4,67,27,8.6,0.0,9.0,9.5,19.3,6.4,17.5084095,78.2723004,32.8,,,,,,,,,
ICRISAT,4/22/2001,36.2,21.9,81,35,7.5,0.0,5.9,9.0,14.8,5.0,17.5084095,78.2723004,32.8,,,,,,,,,
ICRISAT,4/23/2001,37.4,21.9,52,24,6.5,0.0,10.8,10.2,23.3,6.5,17.5084095,78.2723004,32.8,,,,,,,,,
ICRISAT,4/24/2001,38.2,22.6,62,21,6.2,0.0,10.8,11.1,24.3,6.6,17.5084095,78.2723004,32.8,,,,,,,,,
ICRISAT,4/25/2001,38.4,23.2,53,18,7.2,0.0,11.0,12.0,24.2,7.1,17.5084095,78.2723004,32.8,,,,,,,,,
ICRISAT,4/26/2001,39.4,23.2,43,19,8.8,0.0,10.2,12.6,23.4,7.8,17.5084095,78.2723004,32.8,,,,,,,,,
ICRISAT,4/27/2001,39.8,23.2,55,20,8.8,0.0,9.4,14.0,22.7,7.6,17.5084095,78.2723004,32.8,,,,,,,,,
ICRISAT,4/28/2001,40.1,25.6,50,21,9.5,0.0,10.7,13.3,23.8,8.1,17.5084095,78.2723004,32.8,,,,,,,,,
ICRISAT,4/29/2001,39.9,26.5,45,20,7.1,0.0,8.7,12.0,20.9,6.9,17.5084095,78.2723004,32.8,,,,,,,,,
ICRISAT,4/30/2001,40.6,26.2,62,22,8.5,0.0,10.7,12.8,23.5,7.6,17.5084095,78.2723004,32.8,,,,,,,,,
ICRISAT,5/1/2001,40.8,25.7,67,24,9.4,0.0,7.6,12.8,20.4,7.4,17.5084095,78.2723004,32.8,,,,,,,,,
